Id,LotArea,Neighborhood,OverallQual,OverallCond,YearBuilt,Bedroom,GarageCars,TotRms,GrLivArea,SaleCondition,SalePrice
367,9500,NAmes,6,5,1963,3,2,6,1394,Normal,159000
368,9150,NAmes,6,5,1962,3,1,6,1431,Normal,165000
369,7800,NAmes,5,6,1954,2,1,7,1268,Normal,132000
370,9830,NAmes,5,7,1959,3,2,7,1287,Normal,162000
371,8121,Gilbert,6,5,2000,3,2,7,1664,Normal,172400
372,17120,ClearCr,4,4,1959,4,2,7,1588,Normal,134432
373,7175,SawyerW,6,5,1984,2,1,4,752,Normal,125000
374,10634,NAmes,5,6,1953,3,1,5,1319,Normal,123000
375,8200,CollgCr,7,5,2003,4,2,8,1928,Normal,219500
376,10020,Edwards,1,1,1922,1,0,4,904,Normal,61000
377,8846,CollgCr,5,5,1996,2,2,5,914,Normal,148000
378,11143,Somerst,8,5,2004,4,2,8,2466,Normal,340000
379,11394,StoneBr,9,2,2010,1,3,8,1856,Partial,394432
380,8123,Gilbert,6,5,2000,3,2,7,1800,Normal,179000
381,5000,SWISU,5,6,1924,3,1,6,1691,Normal,127000
382,7200,Somerst,7,5,2006,2,2,5,1301,Partial,187750
383,9245,CollgCr,7,5,2006,3,2,8,1797,Normal,213500
384,9000,SawyerW,6,3,1928,2,2,5,784,Normal,76000
385,53107,ClearCr,6,5,1992,3,2,9,1953,Normal,240000
386,3182,Blmngtn,8,5,2004,2,2,6,1269,Normal,192000
387,8410,Edwards,5,3,1910,5,0,8,1184,AdjLand,81000
388,7200,Edwards,6,6,1976,3,1,6,1125,Abnorml,125000
389,9382,CollgCr,7,5,1999,3,2,6,1479,Normal,191000
390,12474,NridgHt,10,5,2007,3,3,9,2332,Partial,426000
391,8405,Edwards,5,8,1900,4,1,7,1367,Normal,119000
392,12209,Mitchel,6,5,2001,3,2,7,1961,Normal,215000
393,8339,NAmes,5,7,1959,3,1,5,882,Normal,106500
394,7446,BrkSide,4,5,1941,2,0,4,788,Abnorml,100000
395,10134,OldTown,5,6,1940,2,1,5,1034,Normal,109000
396,9571,Edwards,5,6,1956,3,1,6,1144,Normal,129000
397,7200,CollgCr,5,5,1972,2,2,6,894,Normal,123000
398,7590,NAmes,5,5,1962,4,1,8,1812,Normal,169500
399,8967,IDOTRR,5,2,1920,2,1,6,1077,Abnorml,67000
400,8125,Somerst,7,5,2006,2,2,7,1550,Normal,241000
401,14963,Veenker,8,5,1996,1,2,4,1288,Normal,245500
402,8767,CollgCr,7,5,2005,3,2,6,1310,Partial,164990
403,10200,Sawyer,5,8,1940,2,1,4,672,Normal,108000
404,12090,NoRidge,8,5,1998,4,2,10,2263,Abnorml,258000
405,10364,Gilbert,6,5,1995,3,2,7,1572,Normal,168000
406,9991,Sawyer,4,4,1976,3,2,8,1620,Normal,150000
407,10480,SWISU,6,5,1936,3,1,6,1639,Normal,115000
408,15576,Crawfor,6,7,1915,4,1,8,1680,Normal,177000
409,14154,NridgHt,7,5,2006,3,3,9,2172,Partial,280000
410,10800,Somerst,8,5,2007,3,3,8,2078,Partial,339750
411,9571,Edwards,5,3,1958,3,1,5,1276,Abnorml,60000
412,34650,Gilbert,5,5,1955,3,2,5,1056,Normal,145000
413,4403,Somerst,7,5,2009,2,2,7,1478,Partial,222000
414,8960,OldTown,5,6,1927,2,2,5,1028,Normal,115000
415,11228,SawyerW,7,5,1993,3,3,9,2097,Normal,228000
416,8899,Gilbert,7,5,2007,3,2,6,1340,Partial,181134
417,7844,Sawyer,6,7,1978,3,2,6,1400,Normal,149500
418,22420,Crawfor,6,6,1918,4,3,10,2624,Normal,239000
419,8160,Edwards,5,6,1940,3,1,7,1134,AdjLand,126000
420,8450,NAmes,5,6,1968,3,1,6,1056,Normal,142000
421,7060,Mitchel,7,5,1997,2,4,8,1344,Alloca,206300
422,16635,NWAmes,6,7,1977,3,2,8,1602,Normal,215000
423,21750,Mitchel,5,5,1954,2,2,4,988,Normal,113000
424,9200,NoRidge,8,5,1998,4,3,8,2630,Normal,315000
425,9000,NAmes,6,5,1956,2,1,6,1196,Normal,139000
426,3378,OldTown,7,8,1946,3,1,6,1389,Normal,135000
427,12800,SawyerW,7,5,1989,2,2,5,1644,Normal,275000
428,8593,NAmes,4,6,1957,3,1,5,907,Normal,109008
429,6762,CollgCr,7,5,2007,2,2,6,1208,Partial,195400
430,11457,Timber,6,5,1988,3,2,6,1412,Normal,175000
431,1680,BrDale,6,5,1971,2,1,4,987,Abnorml,85400
432,5586,OldTown,6,7,1920,4,0,7,1198,Abnorml,79900
433,1920,BrDale,5,5,1971,2,2,6,1365,Normal,122500
434,10839,Gilbert,6,5,1997,3,2,7,1604,Normal,181000
435,1890,MeadowV,4,7,1972,1,0,3,630,Normal,81000
436,10667,CollgCr,7,6,1996,3,2,6,1661,Normal,212000
437,4400,OldTown,6,8,1920,2,2,6,1118,Normal,116000
438,6000,BrkSide,6,7,1926,2,1,4,904,Normal,119000
439,4280,Crawfor,5,6,1913,2,1,4,694,Normal,90350
440,12354,Edwards,6,8,1920,3,2,7,1196,Normal,110000
441,15431,NridgHt,10,5,2008,2,3,10,2402,Normal,555000
442,12108,Edwards,4,4,1955,4,0,8,1440,Normal,118000
443,6240,BrkSide,5,7,1930,3,2,8,1573,Normal,162900
444,3922,Blmngtn,7,5,2006,2,3,6,1258,Partial,172500
445,8750,CollgCr,7,5,1994,4,2,8,1908,Normal,210000
446,9855,Edwards,6,5,1956,3,2,7,1689,Normal,127500
447,16492,NAmes,6,6,1966,2,2,6,1888,Normal,190000
448,11214,Gilbert,7,5,1998,4,2,10,1886,Normal,199900
449,8600,IDOTRR,6,6,1937,3,1,7,1376,Normal,119500
450,6000,OldTown,3,7,1948,2,1,6,1183,Normal,120000
451,5684,OldTown,6,8,1930,2,1,5,813,Normal,110000
452,70761,ClearCr,7,5,1975,2,2,5,1533,Normal,280000
453,9303,Timber,6,5,1996,3,2,7,1756,Normal,204000
454,9000,Somerst,8,5,2008,3,2,6,1590,Normal,210000
455,9297,Mitchel,5,5,1976,4,2,8,1728,Family,188000
456,9600,NWAmes,7,6,1973,3,2,6,1242,Normal,175500
457,4571,OldTown,5,5,1916,4,3,7,1344,Abnorml,98000
458,53227,ClearCr,4,6,1954,2,2,6,1663,Normal,256000
459,5100,OldTown,8,7,1925,3,1,7,1666,Normal,161000
460,7015,BrkSide,5,4,1950,3,1,5,1203,Normal,110000
461,8004,Somerst,8,5,2009,3,2,8,1935,Partial,263435
462,7200,SWISU,7,9,1936,3,2,6,1135,Normal,155000
463,8281,Sawyer,5,5,1965,3,1,5,864,Normal,62383
464,11988,Crawfor,6,7,1934,3,1,6,1660,Normal,188700
465,8430,CollgCr,5,5,1978,3,0,5,1040,Normal,124000
466,3072,Blmngtn,7,5,2004,2,2,6,1414,Normal,178740
467,10628,NAmes,7,5,1970,2,2,5,1277,Normal,167000
468,9480,NAmes,5,7,1942,3,1,7,1644,Normal,146500
469,11428,NridgHt,8,5,2006,3,3,7,1634,Normal,250000
470,9291,SawyerW,6,5,1993,3,2,7,1710,Normal,187000
471,6820,StoneBr,8,5,1985,1,2,4,1502,Normal,212000
472,11952,NWAmes,7,6,1977,3,2,8,1969,Normal,190000
473,3675,Edwards,6,5,2005,2,2,5,1072,Normal,148000
474,14977,NridgHt,8,5,2006,2,3,7,1976,Partial,440000
475,5330,StoneBr,8,5,2000,2,2,6,1652,Normal,251000
476,8480,Sawyer,5,6,1963,2,2,5,970,Normal,132500
477,13125,CollgCr,6,5,1997,3,2,7,1493,Normal,208900
478,13693,NridgHt,9,5,2006,3,3,9,2643,Normal,380000
479,10637,CollgCr,8,5,2007,3,3,7,1718,Normal,297000
480,5925,OldTown,4,7,1937,2,2,7,1131,Alloca,89471
481,16033,NridgHt,9,5,2004,3,3,8,1850,Normal,326000
482,11846,NridgHt,9,5,2003,2,3,6,1792,Normal,374000
483,2500,OldTown,7,8,1915,4,1,7,1826,Normal,155000
484,4500,Mitchel,6,5,1998,2,2,5,1216,Normal,164000
485,7758,Sawyer,5,7,1962,3,1,6,999,Normal,132500
486,9600,NAmes,5,7,1950,3,1,5,1113,Normal,147000
487,10289,NAmes,5,7,1965,3,2,6,1073,Normal,156000
488,12243,NWAmes,5,6,1971,3,2,7,1484,Normal,175000
489,10800,OldTown,5,4,1900,3,2,10,2414,Normal,160000
490,1526,MeadowV,4,8,1970,1,1,3,630,Normal,86000
491,2665,MeadowV,5,6,1976,3,1,4,1304,Normal,115000
492,9490,NAmes,6,7,1941,3,1,5,1578,Normal,133000
493,15578,Gilbert,6,5,2006,3,2,8,1456,Partial,172785
494,7931,NAmes,5,6,1960,3,1,6,1269,Normal,155000
495,5784,OldTown,5,8,1938,2,1,4,886,Normal,91300
496,7879,IDOTRR,4,5,1920,2,0,4,720,Abnorml,34900
497,12692,NoRidge,8,5,1992,4,2,10,3228,Normal,430000
498,9120,BrkSide,7,6,1925,4,1,8,1820,Normal,184000
499,7800,Sawyer,5,7,1967,3,1,5,899,Normal,130000
500,7535,NAmes,5,7,1958,2,1,5,912,Normal,120000
501,1890,BrDale,6,5,1973,3,1,7,1218,Normal,113000
502,9803,Somerst,7,5,2005,3,2,7,1768,Normal,226700
503,9170,Edwards,5,7,1965,2,2,6,1214,Normal,140000
504,15602,Crawfor,7,8,1959,1,2,6,1801,Normal,289000
505,2308,NPkVill,6,5,1974,3,2,6,1322,Normal,147000
506,7596,OldTown,5,5,1952,4,2,10,1960,Normal,124500
507,9554,SawyerW,8,5,1993,3,2,8,1911,Normal,215000
508,7862,Somerst,6,5,2009,2,2,4,1218,Partial,208300
509,9600,OldTown,7,9,1928,3,2,7,1378,Normal,161000
510,9600,NAmes,5,6,1959,3,1,6,1041,Normal,124500
511,14559,NAmes,5,7,1951,2,1,6,1363,Normal,164900
512,6792,NridgHt,7,5,2005,2,2,6,1368,Partial,202665
513,9100,NAmes,5,5,1958,3,2,5,864,Normal,129900
514,9187,Mitchel,6,5,1983,3,2,5,1080,Normal,134000
515,10594,Crawfor,5,5,1926,2,1,5,789,Normal,96500
516,12220,NridgHt,10,5,2009,3,3,9,2020,Partial,402861
517,10448,NWAmes,6,6,1972,3,2,7,2119,Abnorml,158000
518,10208,NoRidge,7,5,1996,3,3,7,2344,Normal,265000
519,9531,CollgCr,6,5,1998,3,2,7,1796,Normal,211000
520,10918,Crawfor,7,9,1926,3,1,9,2080,Normal,234000
521,10800,OldTown,4,7,1900,3,0,7,1294,Normal,106250
522,11988,NAmes,6,6,1957,3,1,6,1244,Normal,150000
523,5000,BrkSide,6,7,1947,3,2,7,1664,Normal,159000
524,40094,Edwards,10,5,2007,3,3,11,4676,Partial,184750
525,11787,NoRidge,7,5,1996,3,3,8,2398,Normal,315750
526,7500,Somerst,7,5,2005,3,2,6,1266,Normal,176000
527,13300,NAmes,5,7,1956,2,1,4,928,Normal,132000
528,14948,NridgHt,9,5,2008,3,3,11,2713,Partial,446261
529,9098,Edwards,4,7,1920,2,0,5,605,Normal,86000
530,32668,Crawfor,6,3,1957,4,2,9,2515,Alloca,200624
531,10200,Timber,6,5,1988,3,2,5,1509,Abnorml,175000
532,6155,BrkSide,6,8,1920,3,2,6,1362,Normal,128000
533,7200,NAmes,5,7,1955,2,1,5,827,Normal,107500
534,5000,BrkSide,1,3,1946,1,0,2,334,Normal,39300
535,9056,Gilbert,8,5,2004,3,2,6,1414,Normal,178000
536,7000,Edwards,5,7,1910,3,0,5,1347,Normal,107500
537,8924,CollgCr,7,5,1998,3,2,8,1724,Normal,188000
538,12735,NAmes,4,5,1972,3,2,5,864,Normal,111250
539,11553,Sawyer,5,5,1968,3,1,7,1159,Normal,158000
540,11423,CollgCr,8,5,2001,3,2,6,1601,Normal,272000
541,14601,Timber,9,5,2006,2,3,8,1838,Normal,315000
542,11000,NoRidge,8,5,2000,4,3,8,2285,Normal,248000
543,10140,NWAmes,7,5,1998,3,2,7,1680,Normal,213250
544,4058,NAmes,7,5,1998,1,1,4,767,Normal,133000
545,17104,Gilbert,7,5,2006,3,2,7,1496,Partial,179665
546,13837,NWAmes,7,5,1988,4,3,9,2183,Normal,229000
547,8737,BrkSide,6,7,1923,3,2,6,1635,Normal,210000
548,7244,Mitchel,5,7,1970,2,2,5,768,Normal,129500
549,8235,OldTown,5,7,1955,2,2,4,825,Normal,125000
550,9375,Somerst,7,5,2003,4,2,8,2094,Normal,263000
551,4043,NPkVill,6,6,1977,2,2,4,1069,Abnorml,140000
552,6000,OldTown,5,6,1957,3,1,5,928,Normal,112500
553,11146,NridgHt,8,5,2006,3,3,7,1717,Normal,255500
554,8777,Edwards,4,5,1949,2,2,5,1126,Normal,108000
555,10625,NridgHt,7,5,2003,3,3,8,2046,Normal,284000
556,6380,BrkSide,5,6,1922,2,1,5,1048,Normal,113000
557,14850,NAmes,5,5,1957,2,1,6,1092,Normal,141000
558,11040,IDOTRR,4,6,1920,3,1,7,1336,Normal,108000
559,21872,Gilbert,7,5,1996,3,2,6,1446,Normal,175000
560,3196,Blmngtn,7,5,2003,2,2,7,1557,Normal,234000
561,11341,Sawyer,5,6,1957,3,2,5,1392,Normal,121500
562,10010,Mitchel,5,5,1974,2,2,6,1389,Normal,170000
563,13907,Edwards,5,6,1940,3,0,6,996,Normal,108000
564,21780,Edwards,6,7,1918,4,2,8,1674,Normal,185000
565,13346,NoRidge,7,5,1992,4,2,9,2295,Normal,268000
566,6858,SWISU,6,4,1915,4,1,6,1647,Normal,128000
567,11198,StoneBr,9,5,2005,4,3,11,2504,Normal,325000
568,10171,NridgHt,7,5,2004,3,2,7,1535,Normal,214000
569,12327,SawyerW,8,8,1983,1,2,5,2132,Normal,316600
570,7032,NAmes,5,5,1979,2,2,4,943,Normal,135960
571,13101,NAmes,5,5,1965,6,2,10,1728,Normal,142600
572,7332,NAmes,6,6,1959,2,1,4,864,Abnorml,120000
573,13159,Timber,7,5,2009,3,2,6,1692,Partial,224500
574,9967,Gilbert,7,5,2000,3,2,8,1430,Normal,170000
575,10500,NAmes,5,7,1971,3,1,5,1109,Normal,139000
576,8480,NAmes,5,5,1947,2,1,6,1216,Abnorml,118500
577,6292,SWISU,7,7,1928,3,1,6,1477,Normal,145000
578,11777,Sawyer,5,6,1966,3,2,6,1320,Abnorml,164500
579,3604,Somerst,7,5,2007,2,2,5,1392,Abnorml,146000
580,12150,OldTown,5,5,1954,4,1,7,1795,Normal,131500
581,14585,NAmes,6,6,1960,3,2,7,1429,Normal,181900
582,12704,NridgHt,8,5,2008,3,3,8,2042,Partial,253293
583,11841,Edwards,6,5,1990,3,0,5,816,Normal,118500
584,13500,OldTown,10,9,1893,3,2,9,2775,Normal,325000
585,6120,BrkSide,4,7,1935,3,1,6,1573,Normal,133000
586,11443,Timber,8,5,2005,2,3,7,2028,Partial,369900
587,10267,BrkSide,6,7,1918,2,1,5,838,Normal,130000
588,8740,Sawyer,5,6,1982,2,2,4,860,Normal,137000
589,25095,ClearCr,5,8,1968,1,1,5,1473,Partial,143000
590,9100,BrkSide,5,6,1930,2,1,4,935,Normal,79500
591,8320,CollgCr,7,5,2004,3,2,6,1582,Normal,185900
592,13478,NridgHt,10,5,2008,3,3,10,2296,Normal,451950
593,6600,Mitchel,5,8,1982,2,2,4,816,Normal,138000
594,4435,CollgCr,6,5,2003,1,2,4,848,Normal,140000
595,7990,CollgCr,5,6,1975,3,1,5,924,Normal,110000
596,11302,StoneBr,8,5,2005,3,3,7,1826,Partial,319000
597,3600,OldTown,6,7,1910,3,1,7,1368,Normal,114504
598,3922,Blmngtn,7,5,2006,2,3,7,1402,Partial,194201
599,12984,Crawfor,5,6,1977,3,2,7,1647,Normal,217500
600,1950,Blueste,6,6,1980,3,2,6,1556,Normal,151000
601,10927,NridgHt,8,5,2005,3,2,8,1904,Normal,275000
602,9000,IDOTRR,6,6,1937,3,1,6,1375,Normal,141000
603,10041,SawyerW,8,5,1992,3,2,8,1915,Abnorml,220000
604,3182,Somerst,7,5,2004,2,2,4,1200,Normal,151000
605,12803,CollgCr,7,5,2002,3,2,6,1494,Normal,221000
606,13600,NAmes,7,6,1965,3,2,7,1986,Normal,205000
607,12464,CollgCr,5,5,1996,3,2,6,1040,Normal,152000
608,7800,Edwards,5,8,1948,3,1,8,2008,Normal,225000
609,12168,Crawfor,8,6,1934,4,2,10,3194,Alloca,359100
610,7943,Sawyer,4,5,1961,3,1,5,1029,Normal,118500
611,11050,CollgCr,9,5,2000,3,3,8,2153,Normal,313000
612,10395,NWAmes,6,6,1978,3,2,6,1032,Normal,148000
613,11885,CollgCr,8,5,2001,3,2,7,1872,Normal,261500
614,8402,Mitchel,5,5,2007,3,0,6,1120,Partial,147000
615,1491,MeadowV,4,6,1972,1,0,3,630,Normal,75500
616,8800,NAmes,6,7,1963,3,2,6,1054,Abnorml,137500
617,7861,Gilbert,6,5,2002,3,2,7,1509,Normal,183200
618,7227,NAmes,6,6,1954,2,2,4,832,Normal,105500
619,11694,NridgHt,9,5,2007,3,3,9,1828,Partial,314813
620,12244,Timber,8,5,2003,4,3,10,2262,Normal,305000
621,8248,Edwards,3,3,1914,2,0,5,864,Normal,67000
622,10800,NWAmes,6,7,1974,4,2,9,2614,Normal,240000
623,7064,Sawyer,5,6,1977,3,2,6,980,Normal,135000
624,2117,Somerst,6,5,2000,2,2,4,1512,Normal,168500
625,10400,NWAmes,6,5,1972,4,2,8,1790,Normal,165150
626,10000,NAmes,6,6,1962,3,2,5,1116,Normal,160000
627,12342,NAmes,5,5,1960,3,1,6,1422,Normal,139900
628,9600,NAmes,6,6,1955,3,1,7,1520,Normal,153000
629,11606,NAmes,5,5,1969,5,2,9,2080,Family,135000
630,9020,NAmes,6,5,1964,3,2,6,1350,Normal,168500
631,9000,OldTown,5,6,1880,3,1,8,1750,Abnorml,124000
632,4590,NridgHt,8,5,2006,2,2,6,1554,Normal,209500
633,11900,NWAmes,7,5,1977,3,2,6,1411,Family,82500
634,9250,NAmes,5,7,1954,3,1,6,1056,Normal,139400
635,6979,OldTown,6,5,1980,0,2,4,1056,Normal,144000
636,10896,SWISU,6,7,1914,8,0,14,3395,Abnorml,200000
637,6120,BrkSide,2,3,1936,1,0,4,800,Normal,60000
638,6000,OldTown,5,4,1954,3,1,7,1387,Normal,93000
639,8777,Edwards,5,7,1910,2,0,4,796,Normal,85000
640,3982,Blmngtn,8,5,2006,1,3,7,1567,Partial,264561
641,12677,NridgHt,8,5,2003,1,2,6,1518,Normal,274000
642,7050,Somerst,7,5,2001,3,2,7,1929,Normal,226000
643,13860,NAmes,8,7,1972,4,2,9,2704,Normal,345000
644,10793,NWAmes,5,5,1969,4,2,7,1620,Normal,152000
645,9187,Somerst,9,5,2009,2,3,7,1766,Partial,370878
646,10530,NAmes,6,5,1971,3,2,5,981,Normal,143250
647,7200,NAmes,5,5,1950,3,2,7,1048,Normal,98300
648,10452,Edwards,6,5,1953,3,2,5,1094,Normal,155000
649,7700,NAmes,6,5,1966,4,2,7,1839,Normal,155000
650,1936,MeadowV,4,6,1970,1,0,3,630,Normal,84500
651,8125,Somerst,7,6,2007,3,2,7,1665,Normal,205950
652,9084,Edwards,4,5,1940,4,1,7,1510,Normal,108000
653,8750,CollgCr,7,5,1996,2,2,7,1716,Normal,191000
654,10320,IDOTRR,6,7,1906,3,1,7,1469,Normal,135000
655,10437,NoRidge,8,6,1995,2,3,7,2113,Normal,350000
656,1680,BrDale,6,5,1971,3,1,6,1092,Family,88000
657,10007,NAmes,5,7,1959,3,1,5,1053,Normal,145500
658,7200,Crawfor,7,6,1931,3,1,6,1502,Normal,149000
659,17503,NAmes,6,5,1948,3,1,6,1458,Abnorml,97500
660,9937,Edwards,5,7,1964,3,2,7,1486,Normal,167000
661,12384,NWAmes,7,7,1976,3,2,7,1935,Normal,197900
662,46589,NoRidge,8,7,1994,4,3,8,2448,Normal,402000
663,13560,NAmes,6,3,1968,2,2,5,1392,Normal,110000
664,10012,Edwards,4,5,1972,3,2,6,1181,Normal,137500
665,20896,Somerst,8,5,2005,1,3,8,2097,Partial,423000
666,11194,Gilbert,8,5,2000,3,2,7,1936,Normal,230500
667,18450,NAmes,6,5,1965,3,2,7,2380,Abnorml,129000
668,8125,SawyerW,6,5,1994,3,2,7,1679,Normal,193500
669,14175,Sawyer,5,6,1956,3,2,6,1437,Normal,168000
670,11600,Crawfor,4,5,1922,2,1,5,1180,Normal,137500
671,8633,CollgCr,6,5,2005,3,2,7,1476,Normal,173500
672,6629,Edwards,6,6,1925,3,1,6,1369,Normal,103600
673,11250,Veenker,6,6,1977,3,2,6,1208,Normal,165000
674,14442,Crawfor,6,7,1957,3,2,7,1839,Normal,257500
675,9200,NAmes,6,6,1965,3,1,5,1136,Normal,140000
676,2289,NPkVill,6,6,1978,3,2,7,1441,Normal,148500
677,9600,OldTown,4,2,1900,4,3,8,1774,Normal,87000
678,9022,OldTown,5,8,1924,2,1,5,792,Normal,109500
679,11844,StoneBr,8,5,2008,3,3,7,2046,Partial,372500
680,9945,Sawyer,5,5,1961,3,2,5,988,Normal,128500
681,8012,SawyerW,6,5,1980,2,1,5,923,Normal,143000
682,4500,SWISU,5,5,1932,3,1,6,1520,Abnorml,159434
683,2887,ClearCr,6,5,1996,2,2,6,1291,Normal,173000
684,11248,CollgCr,9,5,2002,3,3,7,1668,Normal,285000
685,16770,NoRidge,7,5,1998,4,2,7,1839,Normal,221000
686,5062,StoneBr,7,5,1984,3,2,6,2090,Normal,207500
687,10207,Somerst,7,6,2007,3,2,7,1761,Partial,227875
688,5105,Somerst,7,5,2004,2,2,4,1102,Normal,148800
689,8089,StoneBr,8,6,2007,2,2,7,1419,Partial,392000
690,7577,NridgHt,6,5,2005,2,2,6,1362,Normal,194700
691,4426,CollgCr,6,5,2004,1,2,3,848,Normal,141000
692,21535,NoRidge,10,6,1994,4,3,10,4316,Normal,755000
693,26178,Timber,7,5,1989,4,2,9,2519,Normal,335000
694,5400,OldTown,5,6,1921,2,1,4,1073,Abnorml,108480
695,6120,BrkSide,5,6,1936,3,2,5,1539,Normal,141500
696,13811,Timber,6,6,1987,2,2,5,1137,Normal,176000
697,6000,BrkSide,5,7,1921,2,1,4,616,Normal,89000
698,6420,Edwards,5,7,1952,2,1,6,1148,Normal,123500
699,8450,Sawyer,5,8,1965,3,1,5,894,Normal,138500
700,4282,Somerst,7,5,2004,2,2,5,1391,Normal,196000
701,14331,Timber,8,5,2002,3,3,7,1800,Normal,312500
702,9600,NWAmes,7,5,1969,3,2,6,1164,Normal,140000
703,12438,StoneBr,8,5,2006,4,3,10,2576,Partial,361919
704,7630,OldTown,5,9,1900,4,2,8,1812,Normal,140000
705,8400,CollgCr,7,5,2004,3,2,7,1484,Normal,213000
706,5600,IDOTRR,4,5,1930,3,0,7,1092,Normal,55000
707,115149,ClearCr,7,5,1971,2,2,5,1824,Normal,302000
708,6240,NridgHt,8,5,2006,2,2,6,1324,Normal,254000
709,9018,Gilbert,7,5,2007,3,2,8,1456,Partial,179540
710,7162,Sawyer,5,7,1966,3,1,6,904,Abnorml,109900
711,4130,BrkSide,3,6,1935,2,0,5,729,Normal,52000
712,8712,IDOTRR,4,7,1900,2,1,7,1178,Abnorml,102776
713,4671,StoneBr,8,5,1988,2,2,5,1228,Normal,189000
714,9873,BrkSide,4,5,1970,3,2,6,960,Normal,129000
715,13517,Sawyer,6,8,1976,3,2,6,1479,Normal,130500
716,10140,NWAmes,6,5,1974,3,2,7,1350,Normal,165000
717,10800,OldTown,7,8,1890,3,2,8,2554,Normal,159500
718,10000,NWAmes,5,6,1973,3,2,5,1178,Normal,157000
719,10542,NoRidge,7,5,1993,3,3,9,2418,Normal,341000
720,9920,CollgCr,5,6,1969,3,1,5,971,Normal,128500
721,6563,StoneBr,8,5,1985,2,2,5,1742,Normal,275000
722,4426,CollgCr,6,5,2004,1,2,3,848,Normal,143000
723,8120,NAmes,4,7,1970,3,2,5,864,Normal,124500
724,8172,Edwards,4,6,1954,4,1,7,1470,Normal,135000
725,13286,Edwards,9,5,2007,3,3,8,1698,Normal,320000
726,6960,NAmes,4,6,1970,3,2,5,864,Normal,120500
727,21695,Crawfor,6,9,1988,3,2,5,1680,Normal,222000
728,7314,CollgCr,7,5,2007,2,2,6,1232,Normal,194500
729,11475,NAmes,5,5,1958,4,3,9,1776,Abnorml,110000
730,6240,IDOTRR,4,5,1925,2,2,5,1208,Normal,103000
731,5389,StoneBr,8,5,1995,2,2,5,1616,Normal,236500
732,9590,Timber,7,5,2003,3,2,6,1146,Normal,187500
733,11404,CollgCr,7,5,1998,3,2,8,2031,Normal,222500
