Id,LotArea,Neighborhood,OverallQual,OverallCond,YearBuilt,Bedroom,GarageCars,TotRms,GrLivArea,SaleCondition,SalePrice
734,10000,Sawyer,5,6,1961,3,1,6,1144,Normal,131400
735,8978,Sawyer,5,5,1968,3,1,6,948,Family,108000
736,10800,OldTown,7,7,1914,2,2,6,1768,Normal,163000
737,8544,NAmes,3,4,1950,2,2,6,1040,Normal,93500
738,10463,Gilbert,8,5,2005,3,3,8,1801,Normal,239900
739,10800,Edwards,5,5,1987,3,0,5,1200,Alloca,179000
740,9313,CollgCr,7,5,2004,3,2,7,1728,Normal,190000
741,9600,OldTown,5,7,1910,2,2,7,1432,Abnorml,132000
742,6768,Sawyer,6,8,1961,3,1,5,912,Normal,142000
743,8450,SawyerW,7,5,2000,3,2,6,1349,Normal,179000
744,12886,Sawyer,5,6,1963,3,2,6,1464,Normal,175000
745,5395,StoneBr,8,5,1993,2,2,5,1337,Normal,180000
746,8963,NWAmes,8,9,1976,4,2,11,2715,Normal,299800
747,8795,Gilbert,7,5,2000,4,2,8,2256,Normal,236000
748,11700,OldTown,7,7,1880,4,4,8,2640,Normal,265979
749,10593,NoRidge,7,5,1996,3,2,7,1720,Normal,260400
750,8405,Edwards,4,3,1945,4,1,9,1529,Normal,98000
751,8800,OldTown,4,7,1910,3,0,7,1140,Normal,96500
752,7750,Gilbert,7,5,2003,3,2,6,1320,Normal,162000
753,9236,CollgCr,6,5,1997,3,2,6,1494,Normal,217000
754,10240,NridgHt,8,5,2005,3,3,8,2098,Normal,275500
755,7930,NAmes,6,8,1969,3,2,5,1026,Normal,156000
756,3230,Somerst,6,5,1999,3,2,6,1471,Normal,172500
757,10769,CollgCr,8,5,2007,3,2,7,1768,Normal,212000
758,11616,Sawyer,6,5,1978,3,2,6,1386,Abnorml,158900
759,2280,Somerst,7,5,1999,3,2,6,1501,Normal,179400
760,12257,NoRidge,8,5,1995,4,3,9,2531,Normal,290000
761,9100,NAmes,6,6,1959,2,1,5,864,Normal,127500
762,6911,BrkSide,5,5,1924,2,2,5,1301,Normal,100000
763,8640,Somerst,7,5,2009,3,2,7,1547,Normal,215200
764,9430,NoRidge,8,5,1999,3,3,8,2365,Normal,337000
765,9549,Veenker,8,5,1995,2,2,6,1494,Normal,270000
766,14587,Somerst,9,5,2008,2,2,6,1506,Partial,264132
767,10421,NWAmes,7,5,1988,3,2,7,1714,Normal,196500
768,12508,Mitchel,6,7,1940,4,1,7,1750,Normal,160000
769,9100,CollgCr,7,5,2004,3,2,8,1836,Normal,216837
770,53504,StoneBr,8,5,2003,4,3,12,3279,Normal,538000
771,7252,Sawyer,5,5,1982,2,2,5,858,Normal,134900
772,8877,Edwards,4,5,1951,2,2,6,1220,Normal,102000
773,7819,Edwards,6,5,1976,3,2,6,1117,Abnorml,107000
774,10150,NAmes,5,5,1958,2,1,5,912,Normal,114500
775,14226,NridgHt,8,5,2006,3,3,9,1973,Partial,395000
776,4500,Mitchel,6,5,1998,2,2,5,1204,Normal,162000
777,11210,CollgCr,7,5,2005,3,3,7,1614,Partial,221500
778,13350,Sawyer,5,5,1974,3,2,5,894,Normal,142500
779,8400,SawyerW,5,5,1977,4,2,10,2020,Normal,144000
780,10530,Mitchel,6,5,1977,2,2,4,1004,Normal,135000
781,7875,Gilbert,7,5,1995,3,2,6,1253,Normal,176000
782,7153,SawyerW,6,5,1992,3,2,7,1603,Normal,175900
783,16285,CollgCr,7,5,2001,3,2,6,1430,Normal,187100
784,9101,Mitchel,5,6,1978,1,2,4,1110,Normal,165500
785,6300,OldTown,6,6,1914,3,0,9,1484,Normal,128000
786,9790,NWAmes,6,5,1967,3,2,7,1342,Normal,161500
787,10800,OldTown,5,6,1915,4,1,7,1652,Normal,139000
788,10142,SawyerW,7,5,2004,4,2,8,2084,Normal,233000
789,6000,OldTown,4,7,1954,2,1,4,901,Normal,107900
790,12205,ClearCr,6,8,1966,5,2,9,2087,Normal,187500
791,3182,Blmngtn,7,5,2005,2,2,5,1145,Normal,160200
792,11333,Mitchel,6,5,1976,3,2,5,1062,Normal,146800
793,9920,NoRidge,7,5,1996,3,2,8,2013,Normal,269790
794,9158,Somerst,8,5,2007,3,2,7,1496,Partial,225000
795,10832,Gilbert,7,5,1994,3,2,7,1895,Normal,194500
796,8400,SawyerW,6,6,1980,3,2,7,1564,Normal,171000
797,8197,Sawyer,6,5,1977,3,2,7,1285,Normal,143500
798,7677,NAmes,5,5,1953,2,1,4,773,Abnorml,110000
799,13518,NridgHt,9,5,2008,4,3,11,3140,Partial,485000
800,7200,SWISU,5,7,1937,3,1,7,1768,Normal,175000
801,12798,ClearCr,6,5,1997,4,2,8,1688,Normal,200000
802,4800,IDOTRR,4,7,1916,2,2,5,1196,Normal,109900
803,8199,CollgCr,7,5,2005,3,2,7,1456,Normal,189000
804,13891,NridgHt,9,5,2008,4,3,12,2822,Partial,582933
805,9000,NAmes,5,5,1954,2,1,5,1128,Family,118000
806,12274,Somerst,7,5,2008,3,2,6,1428,Partial,227680
807,9750,NAmes,5,5,1967,3,1,6,980,Normal,135500
808,21384,BrkSide,5,6,1923,3,2,6,1576,Normal,223500
809,13400,NAmes,5,5,1966,3,2,6,1086,Normal,159950
810,8100,OldTown,5,5,1898,2,2,11,2138,Normal,106000
811,10140,NWAmes,6,6,1974,3,2,5,1309,Normal,181000
812,4438,CollgCr,6,5,2004,1,2,4,848,Normal,144500
813,8712,IDOTRR,5,5,1952,2,2,4,1044,Alloca,55993
814,9750,NAmes,6,6,1958,4,1,7,1442,Normal,157900
815,8248,Edwards,5,7,1918,3,1,7,1250,Normal,116000
816,12137,CollgCr,7,5,1998,3,2,6,1661,Normal,224900
817,11425,NAmes,5,6,1954,2,1,4,1008,Normal,137000
818,13265,Mitchel,8,5,2002,3,3,7,1689,Normal,271000
819,8816,ClearCr,6,7,1971,3,2,6,1052,Normal,155000
820,6371,NridgHt,7,5,2009,2,2,6,1358,Partial,224000
821,7226,CollgCr,7,5,2003,3,2,6,1640,Normal,183000
822,6000,OldTown,4,4,1953,2,2,4,936,Normal,93000
823,12394,Gilbert,7,5,2003,3,2,7,1733,Family,225000
824,9900,SWISU,6,7,1940,3,1,7,1489,Normal,139500
825,11216,Somerst,8,5,2006,3,2,7,1489,Partial,232600
826,14803,NridgHt,10,5,2007,2,3,7,2084,Partial,385000
827,6130,BrkSide,5,6,1924,2,0,5,784,Normal,109500
828,8529,SawyerW,7,5,2001,3,2,6,1434,Normal,189000
829,28698,ClearCr,5,5,1967,3,2,7,2126,Abnorml,185000
830,2544,Somerst,7,5,2005,2,2,4,1223,Normal,147400
831,11900,NAmes,6,5,1957,3,2,6,1392,Normal,166000
832,3180,Somerst,7,5,2005,2,2,4,1200,Normal,151000
833,9548,CollgCr,7,6,2003,3,2,7,1829,Normal,237000
834,10004,NAmes,6,6,1964,3,2,6,1516,Normal,167000
835,7875,NAmes,5,6,1961,3,2,6,1144,Normal,139950
836,9600,Sawyer,4,7,1950,2,2,4,1067,Normal,128000
837,8100,OldTown,5,6,1948,2,2,5,1559,Normal,153500
838,1680,BrDale,6,5,1973,2,1,5,987,Normal,100000
839,9525,CollgCr,5,6,1995,3,1,6,1099,Normal,144000
840,11767,Edwards,5,6,1946,3,1,6,1200,Normal,130500
841,12155,SWISU,6,8,1925,4,1,7,1482,Normal,140000
842,10440,OldTown,5,8,1904,3,2,8,1539,Normal,157500
843,9020,NAmes,6,7,1966,3,2,6,1165,Normal,174900
844,8000,NAmes,5,4,1961,6,0,10,1800,Normal,141000
845,12665,OldTown,5,8,1915,4,3,7,1416,Normal,153900
846,16647,Sawyer,5,5,1975,3,2,6,1701,Normal,171000
847,9317,SawyerW,7,5,1993,3,2,7,1775,Normal,213000
848,15523,CollgCr,5,6,1972,3,1,5,864,Normal,133500
849,45600,ClearCr,6,8,1908,5,2,10,2358,Normal,240000
850,9600,Veenker,6,7,1976,3,2,7,1855,Normal,187000
851,4435,CollgCr,6,5,2003,1,2,3,848,Normal,131500
852,3196,Blmngtn,8,5,2003,2,2,7,1456,Normal,215000
853,7128,Crawfor,7,5,1941,4,1,7,1646,Normal,164000
854,12095,NAmes,6,6,1964,3,2,7,1445,Normal,158000
855,17920,Sawyer,5,4,1955,3,2,6,1779,Abnorml,170000
856,6897,Sawyer,5,8,1962,3,1,6,1040,Normal,127000
857,10970,CollgCr,6,6,1978,3,2,5,1026,Normal,147000
858,8125,Gilbert,6,5,1994,3,2,6,1481,Normal,174000
859,10400,NWAmes,7,5,1976,3,2,6,1370,Family,152000
860,11029,NWAmes,6,7,1968,4,2,9,2654,Normal,250000
861,7642,Crawfor,7,8,1918,3,1,7,1426,Normal,189950
862,11625,Sawyer,5,4,1965,3,2,6,1039,Normal,131500
863,9672,SawyerW,6,5,1984,3,2,6,1097,Normal,152000
864,7931,NAmes,5,5,1959,3,1,6,1148,Normal,132500
865,8640,Somerst,7,5,2007,3,2,6,1372,Partial,250580
866,8750,NAmes,5,6,1970,3,2,5,1002,Normal,148500
867,10656,Timber,8,5,2006,3,3,6,1646,Partial,248900
868,6970,Sawyer,4,5,1961,3,2,5,1120,Normal,129000
869,14762,Gilbert,5,6,1948,2,2,7,2320,Normal,169000
870,9938,SawyerW,7,5,1993,3,2,8,1949,Normal,236000
871,6600,NAmes,5,5,1962,2,1,5,894,Normal,109500
872,8750,CollgCr,6,5,1998,3,2,7,1682,Normal,200500
873,8892,NAmes,5,7,1953,3,2,5,910,Normal,116000
874,12144,NAmes,5,7,1949,3,1,6,1268,Normal,133000
875,5720,OldTown,5,6,1941,3,1,5,1131,Abnorml,66500
876,9000,Somerst,8,5,2007,4,2,11,2610,Partial,303477
877,25286,Mitchel,4,5,1963,3,2,5,1040,Normal,132250
878,8834,NridgHt,9,5,2004,4,3,10,2224,Normal,350000
879,11782,Sawyer,5,7,1961,3,2,6,1155,Normal,148000
880,7000,CollgCr,5,8,1978,3,1,6,864,Normal,136500
881,7024,Edwards,5,5,2005,2,2,5,1090,Normal,157000
882,13758,Timber,7,5,1990,3,2,7,1717,Normal,187500
883,9636,Gilbert,6,5,1992,3,2,7,1593,Normal,178000
884,6204,SWISU,4,5,1912,5,1,10,2230,Normal,118500
885,7150,NAmes,5,5,1967,3,1,5,892,Normal,100000
886,5119,Somerst,9,5,1999,2,2,5,1709,Abnorml,328900
887,8393,NAmes,5,5,1959,4,2,8,1712,Family,145000
888,16466,Edwards,5,7,1955,3,1,8,1393,Normal,135500
889,15865,NAmes,8,6,1970,4,2,8,2217,Normal,268000
890,12160,NAmes,6,4,1953,2,2,6,1505,Normal,149500
891,8064,NAmes,5,7,1949,3,2,6,924,Normal,122900
892,11184,Sawyer,6,5,1978,3,2,7,1683,Normal,172500
893,8414,Sawyer,6,8,1963,3,1,6,1068,Normal,154500
894,13284,Sawyer,5,5,1954,3,1,6,1383,Normal,165000
895,7018,SawyerW,5,5,1979,4,2,8,1535,Alloca,118858
896,7056,NAmes,6,5,1963,4,2,8,1796,Normal,140000
897,8765,IDOTRR,4,6,1936,2,1,6,951,Abnorml,106500
898,7018,SawyerW,5,5,1979,6,2,12,2240,Alloca,142953
899,12919,NridgHt,9,5,2009,2,3,11,2364,Partial,611657
900,6993,Sawyer,5,7,1961,3,1,6,1236,Normal,135000
901,7340,NAmes,4,6,1971,2,1,4,858,Normal,110000
902,8712,NAmes,5,7,1957,2,1,5,1306,Normal,153000
903,7875,Gilbert,7,5,2003,3,2,8,1509,Normal,180000
904,14859,Gilbert,7,5,2006,3,3,7,1670,Partial,240000
905,6173,Sawyer,5,6,1967,3,1,6,902,Normal,125500
906,9920,NAmes,5,5,1954,3,1,6,1063,Normal,128000
907,13501,Somerst,8,5,2006,3,3,8,1636,Normal,255000
908,11500,Crawfor,7,7,1936,3,1,6,2057,Normal,250000
909,8885,Mitchel,5,5,1983,2,2,5,902,Normal,131000
910,12589,Gilbert,6,5,2005,3,2,8,1484,Normal,174000
911,11600,NAmes,5,5,1960,5,2,12,2274,Normal,154300
912,9286,CollgCr,5,7,1977,3,1,5,1268,Normal,143500
913,6120,BrkSide,5,7,1925,3,1,6,1015,Abnorml,88000
914,6270,Crawfor,5,6,1949,4,3,8,2002,Normal,145000
915,3000,Somerst,6,5,2009,2,2,4,1224,Partial,173733
916,2001,MeadowV,4,5,1970,3,1,6,1092,Normal,75000
917,9000,IDOTRR,2,3,1949,1,1,4,480,Abnorml,35311
918,17140,Edwards,4,6,1956,3,1,6,1229,Normal,135000
919,13125,SawyerW,7,5,1991,4,3,8,2127,Normal,238000
920,11029,NAmes,6,8,1958,3,2,6,1414,Normal,176500
921,8462,SawyerW,6,5,1994,3,2,7,1721,Normal,201000
922,8777,Edwards,5,7,1900,4,0,9,2200,Normal,145900
923,10237,Gilbert,6,5,2005,3,2,6,1316,Partial,169990
924,8012,SawyerW,6,5,1993,2,2,5,1617,Normal,193000
925,10240,NWAmes,6,6,1980,3,2,7,1686,Normal,207500
926,15611,NWAmes,5,6,1977,3,2,6,1126,Abnorml,175000
927,11999,NridgHt,8,5,2003,4,3,10,2374,Normal,285000
928,9900,NWAmes,7,5,1968,4,2,9,1978,Normal,176000
929,11838,CollgCr,8,5,2001,3,2,7,1788,Normal,236500
930,13006,Gilbert,7,5,1997,4,2,8,2236,Normal,222000
931,8925,Timber,8,5,2007,3,3,7,1466,Normal,201000
932,9100,NAmes,5,6,1965,2,1,5,925,Normal,117500
933,11670,Somerst,9,5,2006,3,3,8,1905,Normal,320000
934,8487,CollgCr,7,5,2004,3,2,6,1500,Normal,190000
935,27650,NAmes,7,7,1960,4,2,9,2069,Normal,242000
936,5825,BrkSide,4,5,1926,1,2,5,747,Normal,79900
937,10083,SawyerW,7,5,2003,2,2,5,1200,Normal,184900
938,9675,Somerst,7,5,2005,3,2,8,1971,Normal,253000
939,8760,CollgCr,7,5,2006,3,3,7,1962,Partial,239799
940,24090,ClearCr,7,7,1940,4,1,10,2403,Normal,244400
941,12640,Mitchel,6,5,1976,4,2,8,1728,Normal,150900
942,8755,Gilbert,7,5,1999,3,2,8,2060,Normal,214000
943,7711,Edwards,4,3,1977,4,0,8,1440,Abnorml,150000
944,25000,Mitchel,5,4,1967,4,2,8,1632,Normal,143000
945,14375,Timber,6,6,1958,3,2,7,1344,Abnorml,137500
946,8820,OldTown,5,6,1890,2,2,7,1869,Normal,124900
947,8163,NAmes,5,6,1959,3,1,6,1144,Normal,143000
948,14536,Timber,8,5,2002,3,3,9,1629,Normal,270000
949,14006,CollgCr,7,5,2002,3,2,7,1776,Normal,192500
950,9360,NWAmes,6,7,1972,3,2,5,1381,Normal,197500
951,7200,NAmes,5,8,1950,3,2,5,864,Normal,129000
952,7800,SawyerW,5,5,1965,3,1,6,965,Abnorml,119900
953,7200,CollgCr,5,8,1972,2,1,5,768,Normal,133900
954,11075,Mitchel,5,4,1969,4,2,7,1968,Normal,172000
955,9400,Edwards,6,5,1975,4,0,4,980,AdjLand,127500
956,7136,Crawfor,6,6,1946,4,2,8,1958,Normal,145000
957,1300,Blueste,6,6,1980,2,2,5,1229,Normal,124000
958,7420,Sawyer,5,5,1962,3,2,6,1057,Normal,132000
959,8450,CollgCr,7,5,2003,3,2,6,1337,Normal,185000
960,2572,Somerst,7,5,1999,3,2,6,1416,Normal,155000
961,7207,BrkSide,5,7,1958,2,0,4,858,Normal,116500
962,12227,NWAmes,6,7,1977,4,2,11,2872,Normal,272000
963,2308,NPkVill,6,6,1976,3,2,7,1548,Normal,155000
964,11923,CollgCr,9,5,2007,2,2,7,1800,Normal,239000
965,11316,Timber,7,5,2002,4,2,8,1894,Normal,214900
966,10237,Gilbert,6,5,2005,3,2,8,1484,Partial,178900
967,9600,Crawfor,5,7,1940,2,1,7,1308,Normal,160000
968,7390,NAmes,5,7,1955,3,1,6,1098,Normal,135000
969,5925,OldTown,3,6,1910,2,0,6,968,Abnorml,37900
970,10382,NAmes,6,5,1958,2,1,6,1095,Normal,140000
971,10800,NAmes,4,4,1949,4,0,6,1192,Abnorml,135000
972,2268,NridgHt,7,5,2003,2,2,6,1626,Normal,173000
973,7892,SawyerW,6,5,1979,2,1,5,918,Normal,99500
974,11639,Somerst,7,5,2007,3,2,6,1428,Partial,182000
975,11414,BrkSide,7,8,1910,3,2,8,2019,Normal,167500
976,2651,Somerst,7,5,2000,3,2,6,1382,Normal,165000
977,5900,BrkSide,4,7,1923,2,0,4,869,Normal,85500
978,4274,Somerst,7,5,2006,1,2,4,1241,Partial,199900
979,9450,Edwards,4,5,1954,3,2,5,894,Abnorml,110000
980,8816,Sawyer,5,6,1963,3,2,5,1121,Normal,139000
981,12122,NAmes,7,9,1961,3,2,6,999,Normal,178400
982,12203,NoRidge,8,5,1998,4,3,8,2612,Normal,336000
983,3182,Blmngtn,7,5,2007,2,2,6,1266,Normal,159895
984,11250,CollgCr,8,5,2002,4,2,9,2290,Normal,255900
985,10125,Mitchel,5,5,1977,4,2,8,1734,Normal,126000
986,10880,Edwards,5,5,1950,3,1,5,1164,Normal,125000
987,5310,OldTown,6,8,1910,2,1,5,1635,Normal,117000
988,10159,NridgHt,9,5,2009,3,3,8,1940,Partial,395192
989,12046,NWAmes,6,6,1976,4,2,8,2030,Normal,195000
990,8125,Somerst,7,5,2006,3,2,6,1576,Partial,197000
991,9452,NoRidge,8,5,1997,3,3,7,2392,Normal,348000
992,17671,OldTown,8,9,1882,4,2,8,1742,Normal,168000
993,9760,NAmes,6,8,1964,3,2,7,1851,Normal,187000
994,8846,CollgCr,6,5,2005,3,2,6,1500,Partial,173900
995,12456,NridgHt,10,5,2006,3,3,7,1718,Normal,337500
996,4712,BrkSide,4,7,1946,3,1,5,1230,Abnorml,121600
997,10659,NAmes,5,6,1961,3,1,6,1050,Normal,136500
998,11717,NWAmes,6,6,1970,2,2,6,1442,Normal,185000
999,9786,IDOTRR,3,4,1922,3,1,6,1077,Normal,91000
1000,6762,CollgCr,7,5,2006,2,2,6,1208,Normal,206000
1001,10206,Edwards,3,3,1952,2,2,4,944,Normal,82000
1002,5400,OldTown,5,6,1920,2,1,4,691,Abnorml,86000
1003,11957,Somerst,8,5,2006,3,3,7,1574,Normal,232000
1004,11500,NWAmes,5,6,1976,4,2,8,1680,Normal,136905
1005,3182,Blmngtn,7,5,2005,1,2,7,1504,Normal,181000
1006,8385,CollgCr,5,8,1977,3,1,6,985,Normal,149900
1007,12155,NAmes,6,3,1970,3,2,7,1657,Normal,163500
1008,2217,MeadowV,4,4,1970,3,1,6,1092,Normal,88000
1009,12118,Mitchel,7,5,2004,3,2,7,1710,Normal,240000
1010,6000,SWISU,5,5,1926,4,0,7,1522,Normal,102000
1011,21286,Sawyer,5,5,1948,4,1,7,1271,Normal,135000
1012,9825,Edwards,5,5,1965,4,0,8,1664,Normal,100000
1013,10592,Crawfor,6,7,1923,3,1,7,1502,Normal,165000
1014,7200,OldTown,5,4,1910,2,1,4,1022,Normal,85000
1015,11664,NAmes,6,5,1948,2,1,5,1082,Normal,119200
1016,8400,NWAmes,8,6,2001,3,2,6,1665,Normal,227000
1017,11883,CollgCr,7,5,1996,3,2,6,1504,Normal,203000
1018,5814,StoneBr,8,5,1984,1,2,4,1360,Abnorml,187500
1019,10784,Gilbert,7,5,1991,3,2,7,1472,Normal,160000
1020,3013,Blmngtn,7,5,2005,2,2,6,1506,Normal,213490
1021,7024,Edwards,4,5,2005,2,2,5,1132,Normal,176000
1022,7406,CollgCr,7,5,2006,2,2,6,1220,Partial,194000
1023,9439,OldTown,5,5,1930,2,1,6,1248,Normal,87000
1024,3182,Blmngtn,7,5,2005,2,2,7,1504,Normal,191000
1025,15498,Timber,8,6,1976,2,2,10,2898,Abnorml,287000
1026,7700,CollgCr,5,5,1972,3,2,5,882,Normal,112500
1027,9300,NAmes,5,5,1960,3,2,6,1264,Normal,167500
1028,9520,Timber,8,5,2007,3,3,7,1646,Partial,293077
1029,9492,NAmes,5,5,1941,3,1,6,1376,Normal,105000
1030,1680,BrDale,6,7,1972,3,1,7,1218,Normal,118000
1031,7082,SWISU,5,8,1916,5,0,10,1928,Normal,160000
1032,15863,SWISU,7,3,1920,5,2,12,3082,Normal,197000
1033,14541,NoRidge,8,7,1993,5,3,10,2520,Abnorml,310000
1034,8125,CollgCr,7,5,2002,3,3,6,1654,Normal,230000
1035,6305,Crawfor,5,7,1938,2,1,5,954,Normal,119750
1036,11500,Edwards,4,3,1957,3,1,5,845,Normal,84000
1037,12898,Timber,9,5,2007,2,3,6,1620,Normal,315500
1038,9240,CollgCr,8,5,2001,3,2,7,2263,Normal,287000
1039,1533,MeadowV,4,6,1970,3,0,6,1344,Normal,97000
1040,1477,MeadowV,4,4,1970,1,1,3,630,Normal,80000
1041,13125,Sawyer,5,4,1957,3,2,8,1803,Normal,155000
1042,9130,NWAmes,6,8,1966,4,2,7,1632,Normal,173000
1043,5381,NridgHt,6,5,2005,1,2,5,1306,Normal,196000
1044,11839,SawyerW,7,5,1990,4,2,10,2329,Normal,262280
1045,9600,NWAmes,8,5,1981,4,2,9,2524,Normal,278000
1046,13680,Edwards,3,5,1955,4,2,8,1733,Normal,139600
1047,16056,StoneBr,9,5,2005,4,3,11,2868,Partial,556581
1048,9245,CollgCr,5,5,1994,3,2,5,990,Normal,145000
1049,21750,Mitchel,5,4,1960,3,2,9,1771,Normal,115000
1050,11100,Edwards,4,7,1946,2,1,6,930,Abnorml,84900
1051,8993,Gilbert,7,5,2007,3,2,6,1302,Partial,176485
1052,11175,CollgCr,7,5,2007,3,2,6,1316,Partial,200141
1053,9500,NAmes,6,6,1964,4,2,9,1977,Normal,165000
1054,8562,Edwards,5,6,1957,4,1,7,1526,Normal,144500
1055,11367,CollgCr,8,5,2002,3,2,7,1989,Normal,255000
1056,11361,NWAmes,6,5,1976,3,2,7,1523,Abnorml,180000
1057,7052,NridgHt,7,5,2005,2,2,6,1364,Normal,185850
1058,29959,NoRidge,7,6,1994,3,2,7,1850,Normal,248000
1059,11308,NridgHt,9,5,2008,3,3,10,2184,Normal,335000
1060,11275,Crawfor,6,7,1932,3,2,7,1991,Normal,220000
1061,4920,StoneBr,8,5,2001,2,2,6,1338,Normal,213500
1062,18000,IDOTRR,3,4,1935,2,3,6,894,Normal,81000
1063,13600,OldTown,5,5,1900,5,2,10,2337,Normal,90000
1064,6000,OldTown,6,6,1925,2,2,5,1103,Normal,110500
1065,11000,NAmes,5,6,1966,3,2,6,1154,Normal,154000
1066,14000,ClearCr,7,5,1996,3,2,7,2260,Normal,328000
1067,7837,Gilbert,6,7,1993,3,2,7,1571,Normal,178000
1068,9760,NAmes,6,6,1964,4,2,7,1611,Normal,167900
1069,3964,MeadowV,6,4,1973,5,2,10,2521,Normal,151400
1070,9600,NAmes,5,7,1949,2,2,4,893,Normal,135000
1071,10152,NAmes,5,5,1956,3,1,6,1048,Normal,135000
1072,11700,NWAmes,6,6,1968,4,2,8,1556,Normal,154000
1073,7585,Edwards,5,3,1948,4,1,7,1456,Normal,91500
1074,7950,Edwards,6,6,1977,3,2,6,1426,Normal,159500
1075,8556,CollgCr,7,5,2006,2,3,5,1240,Normal,194000
1076,13125,Crawfor,7,6,1940,3,1,6,1740,Normal,219500
1077,10800,OldTown,5,8,1936,3,2,7,1466,Normal,170000
1078,15870,NAmes,5,5,1969,3,1,6,1096,Abnorml,138800
1079,4435,CollgCr,6,5,2004,1,2,3,848,Normal,155900
1080,8775,CollgCr,5,5,1994,3,1,5,990,Normal,126000
1081,11040,NWAmes,6,7,1971,3,2,5,1258,Abnorml,145000
1082,7500,Sawyer,5,5,1963,3,1,5,1040,Normal,133000
1083,8749,CollgCr,7,5,2002,3,2,6,1459,Normal,192000
1084,8800,NAmes,6,6,1964,3,1,6,1251,Normal,160000
1085,13031,Gilbert,6,5,1995,3,2,6,1498,Normal,187500
1086,9069,SawyerW,6,6,1992,2,2,5,996,Normal,147000
1087,1974,MeadowV,4,5,1973,3,1,6,1092,Normal,83500
1088,10574,Somerst,8,5,2005,3,3,9,1953,Normal,252000
1089,2522,Edwards,7,5,2004,3,2,7,1709,Normal,137500
1090,3316,Somerst,8,5,2005,1,2,4,1247,Normal,197000
1091,8544,NAmes,3,4,1950,2,2,6,1040,Normal,92900
1092,2160,Somerst,7,5,1999,2,2,4,1252,Normal,160000
1093,8400,SWISU,6,5,1925,4,2,7,1694,Normal,136500
1094,9230,NAmes,5,8,1965,1,2,6,1200,Normal,146000
1095,5868,NAmes,5,7,1956,2,1,4,936,Normal,129000
1096,9317,CollgCr,6,5,2006,3,2,6,1314,Normal,176432
1097,6882,IDOTRR,6,7,1914,3,0,7,1355,Normal,127000
1098,3696,StoneBr,8,5,1986,2,2,5,1088,Normal,170000
