Id,LotArea,Neighborhood,OverallQual,OverallCond,YearBuilt,Bedroom,GarageCars,TotRms,GrLivArea,SaleCondition,SalePrice
1099,6000,BrkSide,4,6,1936,3,1,6,1324,Normal,128000
1100,11880,NWAmes,7,5,1978,3,2,7,1601,Abnorml,157000
1101,8400,SWISU,2,5,1920,1,1,3,438,Normal,60000
1102,9758,NAmes,5,5,1971,3,1,5,950,Normal,119500
1103,7000,NAmes,5,7,1960,2,1,6,1134,Family,135000
1104,8910,NAmes,6,6,1959,3,2,6,1194,Normal,159500
1105,2016,BrDale,5,5,1970,3,2,6,1302,Normal,106000
1106,12256,NoRidge,8,5,1994,3,2,9,2622,Normal,325000
1107,10357,SawyerW,7,5,1990,3,2,6,1442,Normal,179900
1108,23257,Gilbert,7,5,2006,3,2,9,2021,Partial,274725
1109,8063,Gilbert,6,5,2000,3,2,7,1690,Abnorml,181000
1110,11362,NridgHt,8,5,2004,3,3,7,1836,Normal,280000
1111,8000,Gilbert,6,5,1995,3,2,8,1658,Normal,188000
1112,10480,NWAmes,7,6,1976,4,2,8,1964,Normal,205000
1113,7100,NAmes,5,7,1957,2,1,5,816,Normal,129900
1114,8923,NAmes,5,7,1953,2,1,6,1008,Normal,134500
1115,5400,OldTown,5,7,1954,2,1,4,833,Normal,117000
1116,12085,NridgHt,8,5,2007,3,3,7,1734,Partial,318000
1117,7750,Gilbert,8,5,2002,3,2,7,1419,Normal,184100
1118,9764,Sawyer,5,7,1967,3,2,5,894,Normal,130000
1119,13825,Sawyer,5,6,1958,3,1,6,1601,Normal,140000
1120,7560,NAmes,5,5,1959,3,1,6,1040,Normal,133700
1121,8263,IDOTRR,6,5,1920,2,1,6,1012,Normal,118400
1122,10084,CollgCr,7,5,2005,3,3,7,1552,Partial,212900
1123,8926,Edwards,4,3,1956,3,1,5,960,Abnorml,112000
1124,9405,Edwards,5,9,1947,2,0,4,698,Normal,118000
1125,9125,Gilbert,7,5,1992,3,2,7,1482,Normal,163900
1126,10434,NAmes,4,5,1955,2,2,5,1005,Normal,115000
1127,3684,Blmngtn,7,5,2007,2,3,7,1555,Normal,174000
1128,14572,Gilbert,7,5,2004,3,3,7,1530,Family,259000
1129,11796,Gilbert,7,5,2004,4,2,8,1959,Normal,215000
1130,7200,OldTown,5,5,1980,2,2,4,936,Normal,140000
1131,7804,SWISU,4,3,1928,4,2,7,1981,Normal,135000
1132,10712,Mitchel,5,5,1991,3,0,5,974,Abnorml,93500
1133,9900,OldTown,6,4,1880,5,1,8,2210,Normal,117500
1134,9828,SawyerW,8,5,1995,3,2,8,2020,Normal,239500
1135,8773,Gilbert,6,5,1997,3,2,7,1600,Normal,169000
1136,6180,BrkSide,6,5,1926,2,1,5,986,Normal,102000
1137,9600,NAmes,6,5,1950,3,1,6,1252,Abnorml,119000
1138,6342,Sawyer,5,8,1875,2,0,6,1020,Normal,94000
1139,9819,Mitchel,6,5,1977,2,2,5,1567,Normal,196000
1140,8731,BrkSide,5,5,1920,3,2,6,1167,Normal,144000
1141,7350,NAmes,5,7,1951,2,2,4,952,Abnorml,139000
1142,10304,NWAmes,5,7,1976,4,2,9,1868,Normal,197500
1143,9965,CollgCr,8,5,2006,4,3,11,2828,Partial,424870
1144,9000,Sawyer,5,3,1959,3,0,5,1006,Normal,80000
1145,12180,Edwards,4,4,1941,2,1,5,924,Normal,80000
1146,6240,BrkSide,5,6,1928,3,1,8,1576,Family,149000
1147,11200,SawyerW,6,5,1985,3,2,5,1298,Normal,180000
1148,12000,Crawfor,7,7,1941,3,1,7,1564,Normal,174500
1149,5700,OldTown,7,7,1926,2,1,5,1111,Normal,116900
1150,9000,OldTown,7,9,1920,3,2,7,1482,Normal,143000
1151,8280,NAmes,6,5,1950,2,1,4,932,Normal,124000
1152,17755,Edwards,5,4,1959,3,2,6,1466,Normal,149900
1153,14115,Crawfor,6,7,1956,2,2,6,1811,Abnorml,230000
1154,5890,IDOTRR,6,8,1930,2,1,5,816,Normal,120500
1155,13700,NAmes,7,6,1965,4,2,8,1820,Normal,201800
1156,10768,Veenker,5,8,1976,3,2,6,1437,Normal,218000
1157,9350,NAmes,5,8,1965,3,2,6,1265,Normal,179900
1158,5001,NridgHt,7,5,2007,2,2,6,1314,Normal,230000
1159,11932,Somerst,8,5,2007,3,3,7,1580,Partial,235128
1160,9120,NWAmes,6,6,1974,4,2,8,1876,Normal,185000
1161,2280,NPkVill,6,5,1978,3,2,7,1456,Normal,146000
1162,14778,Crawfor,6,7,1954,3,2,7,1640,Normal,224000
1163,8724,Sawyer,5,5,1968,3,2,5,894,Normal,129000
1164,12900,Sawyer,4,4,1969,0,2,6,1258,Alloca,108959
1165,16157,Veenker,5,7,1978,2,2,5,1432,Normal,194000
1166,9541,NridgHt,7,5,2009,3,2,7,1502,Partial,233170
1167,10475,CollgCr,8,5,2008,3,3,7,1694,Normal,245350
1168,10852,Gilbert,6,5,2000,3,2,7,1671,Normal,173000
1169,13728,Edwards,6,7,1935,4,2,7,2108,Normal,235000
1170,35760,NoRidge,10,5,1995,4,3,10,3627,Normal,625000
1171,9880,Mitchel,6,6,1977,3,1,6,1118,Normal,171000
1172,9120,NAmes,6,6,1958,3,2,6,1261,Normal,163000
1173,4017,Somerst,7,5,2006,2,2,5,1250,Normal,171900
1174,18030,ClearCr,5,6,1946,3,0,12,3086,Normal,200500
1175,16560,Crawfor,6,8,1932,4,2,9,2345,Normal,239000
1176,10678,NoRidge,8,5,1992,4,2,9,2872,Normal,285000
1177,6951,Mitchel,5,5,1984,3,1,5,923,Normal,119500
1178,3950,OldTown,6,8,1926,3,1,5,1224,Normal,115000
1179,7681,Crawfor,5,6,1921,3,1,7,1343,Normal,154900
1180,8335,Edwards,5,5,1954,3,0,5,1124,Normal,93000
1181,11170,Timber,7,5,1990,4,2,8,2514,Normal,250000
1182,5587,Crawfor,8,5,2008,2,2,5,1652,Partial,392500
1183,15623,NoRidge,10,5,1996,4,3,10,4476,Abnorml,745000
1184,10800,OldTown,5,6,1920,2,2,5,1130,Normal,120000
1185,35133,Timber,5,4,1963,3,3,5,1572,Normal,186700
1186,9738,Edwards,5,7,1924,4,1,7,1221,Normal,104900
1187,10615,OldTown,3,5,1900,3,2,7,1699,Abnorml,95000
1188,12461,NoRidge,8,5,1994,2,3,5,1624,Normal,262000
1189,8935,CollgCr,7,5,2002,3,2,7,1660,Normal,195000
1190,7500,Gilbert,7,5,1999,3,2,7,1804,Normal,189000
1191,32463,Mitchel,4,4,1961,3,4,7,1622,Normal,168000
1192,2645,Somerst,8,5,1999,2,2,5,1441,Normal,174000
1193,9600,OldTown,5,8,1925,3,1,6,1472,Normal,125000
1194,4500,Mitchel,6,5,1999,2,2,5,1224,Normal,165000
1195,9364,Sawyer,6,7,1969,4,1,7,1352,Normal,158000
1196,8029,Gilbert,6,5,2005,3,2,8,1456,Normal,176000
1197,14054,Gilbert,7,5,2006,4,3,9,1863,Partial,219210
1198,8850,OldTown,7,6,1916,3,1,7,1690,Normal,144000
1199,9100,CollgCr,7,5,2001,3,2,6,1212,Normal,178000
1200,11235,Sawyer,4,5,1963,3,2,6,1382,Normal,148000
1201,9353,NAmes,4,5,1970,3,1,5,864,Abnorml,116050
1202,10400,CollgCr,7,5,1998,3,2,6,1779,Normal,197900
1203,6000,BrkSide,5,8,1925,3,1,5,1348,Normal,117000
1204,9750,CollgCr,7,5,2000,3,2,6,1630,Normal,213000
1205,10140,NWAmes,5,6,1975,3,2,6,1074,Normal,153500
1206,14684,SawyerW,7,7,1990,3,3,7,2196,Normal,271900
1207,8900,SawyerW,4,4,1966,2,1,5,1056,Normal,107000
1208,9135,CollgCr,6,5,2003,3,2,7,1700,Normal,200000
1209,7763,NAmes,5,7,1962,3,2,6,1283,Normal,140000
1210,10182,Somerst,8,5,2006,3,2,8,1660,Partial,290000
1211,11218,SawyerW,6,5,1992,3,2,8,1845,Normal,189000
1212,12134,Gilbert,8,7,1988,4,2,8,1752,Normal,164000
1213,9340,Edwards,4,6,1941,2,1,4,672,Normal,113000
1214,10246,Sawyer,4,9,1965,0,1,3,960,Normal,145000
1215,10205,NAmes,5,5,1962,3,1,6,999,Normal,134500
1216,7094,Sawyer,5,5,1966,3,1,5,894,Normal,125000
1217,8930,Sawyer,6,5,1978,4,2,8,1902,Normal,112000
1218,8640,Somerst,8,5,2009,3,2,6,1314,Partial,229456
1219,6240,BrkSide,4,5,1947,2,0,3,912,Normal,80500
1220,1680,BrDale,6,5,1971,3,0,7,1218,Abnorml,91500
1221,7800,NAmes,5,5,1964,2,1,5,912,Abnorml,115000
1222,8250,Sawyer,5,5,1968,3,1,5,1211,Normal,134000
1223,10496,NAmes,6,6,1949,3,1,7,1846,Normal,143000
1224,10680,NAmes,5,3,1951,4,2,7,2136,Normal,137900
1225,15384,Gilbert,7,5,2004,3,2,8,1490,Normal,184000
1226,10482,NAmes,6,8,1958,3,1,6,1138,Normal,145000
1227,14598,Somerst,6,5,2007,4,3,9,1933,Normal,214000
1228,8872,NAmes,5,8,1965,2,2,5,912,Normal,147000
1229,8769,NridgHt,9,5,2008,1,3,7,1702,Partial,367294
1230,7910,NAmes,5,5,1960,4,1,7,1507,Normal,127000
1231,18890,Sawyer,5,5,1977,4,2,12,2620,Normal,190000
1232,7728,NAmes,5,6,1962,3,2,6,1190,Normal,132500
1233,9842,NAmes,4,5,1962,2,2,6,1224,Normal,101800
1234,12160,NAmes,5,5,1959,3,2,6,1188,Abnorml,142000
1235,8525,SWISU,5,6,1911,4,0,7,1964,Abnorml,130000
1236,13132,Crawfor,5,5,1914,4,1,9,1784,Normal,138887
1237,2628,NridgHt,7,5,2003,2,2,6,1626,Normal,175500
1238,12393,CollgCr,7,5,2004,4,2,8,1948,Normal,195000
1239,13072,SawyerW,6,5,2005,3,2,6,1141,Abnorml,142500
1240,9037,Timber,8,5,2006,2,2,6,1484,Normal,265900
1241,8158,CollgCr,7,5,2003,3,2,8,1768,Normal,224900
1242,9849,Somerst,7,6,2007,3,3,7,1689,Partial,248328
1243,10625,NWAmes,7,6,1974,3,2,6,1173,Family,170000
1244,13891,NridgHt,10,5,2006,2,3,7,2076,Partial,465000
1245,11435,Crawfor,8,7,1929,3,2,7,1517,Normal,230000
1246,12090,NWAmes,6,7,1984,3,2,7,1868,Abnorml,178000
1247,8125,Somerst,7,5,2005,3,2,6,1553,Partial,186500
1248,12328,Mitchel,6,5,1976,3,3,6,1034,Normal,169900
1249,9600,OldTown,6,5,1917,3,2,8,2058,Normal,129500
1250,7200,NAmes,5,7,1950,3,1,6,988,Normal,119000
1251,11160,NAmes,7,5,1968,3,2,8,2110,Normal,244000
1252,3136,NridgHt,7,5,2003,2,2,6,1405,Normal,171750
1253,9858,Mitchel,5,6,1968,3,1,5,874,Normal,130000
1254,17542,Veenker,7,7,1974,3,2,9,2167,Normal,294000
1255,6931,Edwards,7,5,2003,3,2,7,1656,Normal,165400
1256,6240,BrkSide,6,6,1931,3,1,6,1367,Normal,127500
1257,14303,NoRidge,8,5,1994,2,2,7,1987,Normal,301500
1258,4060,Edwards,5,8,1922,2,0,4,864,Normal,99900
1259,9587,Gilbert,7,5,2005,2,2,5,1166,Normal,190000
1260,9750,NAmes,6,8,1969,3,2,6,1054,Normal,151000
1261,24682,Gilbert,6,5,1999,3,2,7,1675,Normal,181000
1262,9600,NAmes,5,6,1956,2,1,5,1050,Normal,128900
1263,11250,ClearCr,4,5,1957,5,1,8,1788,Normal,161500
1264,13515,BrkSide,6,6,1919,3,2,8,1824,Normal,180500
1265,4060,NAmes,6,5,1998,2,2,5,1337,Abnorml,181000
1266,3735,Somerst,7,5,1999,3,2,6,1452,Normal,183900
1267,10120,OldTown,7,4,1910,4,1,9,1889,Normal,122000
1268,13214,Timber,9,5,2008,3,3,10,2018,Normal,378500
1269,14100,Crawfor,8,9,1935,4,3,11,3447,Normal,381000
1270,11344,NAmes,5,5,1958,3,1,7,1524,Normal,144000
1271,23595,ClearCr,7,6,1979,0,2,4,1524,Normal,260000
1272,9156,NWAmes,6,7,1968,3,2,7,1489,Normal,185750
1273,13526,Sawyer,5,6,1965,3,1,5,935,Normal,137000
1274,11512,Edwards,6,7,1959,2,1,5,1357,Normal,177000
1275,5362,Crawfor,5,6,1910,3,2,8,1250,Normal,139000
1276,11345,NAmes,5,5,1948,4,2,10,1920,Normal,137000
1277,12936,NWAmes,6,6,1972,3,2,6,1395,Normal,162000
1278,17871,NWAmes,6,5,1967,3,2,7,1724,Normal,197900
1279,9473,CollgCr,8,5,2002,3,2,7,2031,Normal,237000
1280,7500,IDOTRR,4,4,1920,2,2,6,1128,Abnorml,68400
1281,9808,CollgCr,7,5,2002,3,2,6,1573,Normal,227000
1282,8049,Timber,7,5,1990,2,2,6,1339,Normal,180000
1283,8800,CollgCr,5,7,1977,3,2,5,1040,Normal,150500
1284,9400,Mitchel,6,5,1971,4,0,8,1824,Normal,139000
1285,9638,SWISU,6,7,1919,4,1,10,2447,Normal,169000
1286,6000,BrkSide,6,6,1939,4,1,6,1412,Normal,132500
1287,9790,NWAmes,6,5,1963,3,2,6,1328,Normal,143000
1288,36500,ClearCr,5,5,1964,4,2,7,1582,Normal,190000
1289,5664,StoneBr,8,5,2000,2,2,5,1659,Normal,278000
1290,11065,NridgHt,8,5,2006,3,3,8,1970,Partial,281000
1291,14112,NAmes,5,7,1964,3,2,6,1152,Normal,180500
1292,1680,BrDale,5,7,1972,3,1,6,1302,Normal,119500
1293,6600,OldTown,5,4,1892,4,1,11,2372,Normal,107500
1294,10140,NWAmes,7,5,1976,4,2,8,1664,Normal,162900
1295,8172,Edwards,5,7,1955,2,2,5,864,Normal,115000
1296,8400,NAmes,5,5,1968,3,1,5,1052,Normal,138500
1297,8700,NAmes,5,6,1963,3,2,6,1128,Normal,155000
1298,3675,Edwards,6,5,2005,2,2,5,1072,Partial,140000
1299,63887,Edwards,10,5,2008,3,2,12,5642,Partial,160000
1300,7500,NAmes,5,7,1959,3,1,6,1246,Normal,154000
1301,10762,Gilbert,7,5,1999,3,2,9,1983,Normal,225000
1302,7500,Crawfor,6,7,1942,3,1,7,1494,Normal,177500
1303,10120,NoRidge,8,5,1994,4,3,8,2526,Normal,290000
1304,8688,Somerst,7,5,2005,3,3,7,1616,Normal,232000
1305,3363,Edwards,7,5,2004,3,2,7,1708,Normal,130000
1306,13173,NridgHt,9,5,2006,2,2,6,1652,Normal,325000
1307,6955,NridgHt,7,5,2005,2,2,6,1368,Partial,202500
1308,8072,CollgCr,5,5,1994,3,2,5,990,Normal,138000
1309,12000,OldTown,5,7,1948,2,2,6,1122,Normal,147000
1310,7153,SawyerW,6,5,1991,3,2,6,1294,Normal,179200
1311,17500,Crawfor,7,8,1959,3,2,7,1902,Normal,335000
1312,8814,CollgCr,7,5,2005,3,2,6,1274,Partial,203000
1313,9572,NoRidge,8,5,1990,4,2,9,2810,Normal,302000
1314,14774,NoRidge,9,5,1999,4,3,10,2599,Normal,333168
1315,8190,Edwards,4,6,1954,3,1,5,948,Normal,119000
1316,11075,NAmes,6,5,1969,4,2,9,2112,Normal,206900
1317,10226,CollgCr,8,5,2008,3,3,8,1630,Normal,295493
1318,4230,Somerst,7,5,2006,2,2,5,1352,Partial,208900
1319,14781,CollgCr,8,5,2001,3,3,7,1787,Normal,275000
1320,10215,Edwards,4,5,1954,3,1,5,948,Normal,111000
1321,8400,NAmes,6,3,1957,3,2,6,1478,Normal,156500
1322,6627,BrkSide,3,6,1949,2,1,4,720,Normal,72500
1323,10186,NoRidge,7,5,1992,3,2,8,1923,Normal,190000
1324,5330,BrkSide,4,7,1940,2,0,5,708,Normal,82500
1325,9986,Somerst,8,5,2006,2,3,7,1795,Partial,147000
1326,3636,IDOTRR,4,4,1922,2,0,5,796,Normal,55000
1327,4270,Edwards,3,6,1931,3,0,6,774,Normal,79000
1328,6600,Mitchel,5,9,1982,3,1,5,816,Normal,130500
1329,10440,OldTown,6,7,1920,5,2,8,2792,Normal,256000
1330,9084,Gilbert,7,5,1998,3,2,8,1632,Normal,176500
1331,10000,Somerst,8,5,2006,3,3,7,1588,Normal,227000
1332,10780,CollgCr,5,5,1976,3,2,6,954,Normal,132500
1333,8877,Edwards,4,6,1938,2,1,3,816,Normal,100000
1334,7200,IDOTRR,5,6,1938,2,1,6,1360,Normal,125500
1335,2368,BrDale,5,6,1970,3,2,7,1365,Normal,125000
1336,9650,NWAmes,6,5,1977,2,2,6,1334,Normal,167900
1337,9246,NWAmes,5,5,1973,4,2,8,1656,Normal,135000
1338,4118,OldTown,4,4,1941,2,0,4,693,Normal,52500
1339,13450,CollgCr,7,5,2002,3,2,8,1861,Normal,200000
1340,9560,CollgCr,5,7,1972,3,1,5,864,Normal,128500
1341,8294,NAmes,4,5,1971,3,4,5,872,Normal,123000
1342,13695,SawyerW,6,5,2003,3,2,6,1114,Normal,155000
1343,9375,CollgCr,8,5,2002,3,2,7,2169,Normal,228500
1344,7558,Crawfor,6,6,1928,3,2,9,1913,Normal,177000
1345,11103,CollgCr,7,5,2006,3,2,8,1456,Partial,155835
1346,6000,OldTown,4,4,1920,2,1,5,960,Normal,108500
1347,20781,NWAmes,7,7,1968,3,2,9,2156,Normal,262500
1348,15306,Timber,8,5,2006,3,3,7,1776,Partial,283463
1349,16196,SawyerW,7,5,1998,3,2,5,1494,Normal,215000
1350,5250,OldTown,8,5,1872,4,0,8,2358,Normal,122000
1351,11643,NAmes,5,5,1969,6,4,12,2634,Normal,200000
1352,9247,NAmes,6,6,1962,4,2,8,1716,Normal,171000
1353,6000,BrkSide,6,9,1937,2,2,4,1176,Normal,134900
1354,14720,NoRidge,8,5,1995,4,3,9,3238,Normal,410000
1355,10316,CollgCr,7,5,2000,3,3,7,1865,Normal,235000
1356,10192,NWAmes,7,6,1968,4,2,8,1920,Normal,170000
1357,9477,NAmes,5,5,1966,3,1,5,892,Normal,110000
1358,12537,NAmes,5,6,1971,3,2,6,1078,Normal,149900
1359,2117,Somerst,6,5,2000,3,2,5,1573,Normal,177500
1360,16737,NridgHt,9,5,2004,3,3,8,1980,Normal,315000
1361,9842,SWISU,5,6,1921,4,2,8,2601,Normal,189000
1362,16158,StoneBr,7,5,2005,3,2,7,1530,Normal,260000
1363,12513,NAmes,4,4,1920,4,1,7,1738,Normal,104900
1364,8499,Gilbert,6,5,2006,3,2,6,1412,Partial,156932
1365,3180,Somerst,7,5,2005,2,2,4,1200,Abnorml,144152
1366,7500,Somerst,7,5,2000,3,2,7,1674,Normal,216000
1367,9179,CollgCr,7,5,1999,3,2,7,1790,Abnorml,193000
1368,2665,MeadowV,5,6,1977,4,1,6,1475,Normal,127000
1369,4435,CollgCr,6,5,2003,1,2,4,848,Normal,144000
1370,10635,CollgCr,8,5,2003,3,2,8,1668,Normal,232000
1371,5400,OldTown,4,6,1920,2,1,6,1374,Normal,105000
1372,9600,NAmes,6,6,1955,3,1,8,1661,Normal,165500
1373,9750,CollgCr,7,6,1998,3,2,8,2097,Normal,274300
1374,11400,NoRidge,10,5,2001,2,3,8,2633,Normal,466500
1375,10625,Somerst,7,5,2005,3,3,9,1958,Normal,250000
1376,10991,Timber,8,5,2007,3,3,7,1571,Partial,239000
1377,6292,SWISU,6,5,1930,2,1,4,790,Normal,91000
1378,10998,Edwards,5,5,1941,3,2,6,1604,Normal,117000
1379,1953,BrDale,6,5,1973,2,1,5,987,Normal,83000
1380,9735,Timber,5,5,2006,3,2,7,1394,Normal,167500
1381,8212,Edwards,3,3,1914,2,1,5,864,Normal,58500
1382,12925,NAmes,6,7,1970,4,2,7,2117,Normal,237500
1383,7200,OldTown,7,7,1920,4,2,8,1762,Normal,157000
1384,25339,Sawyer,5,7,1918,3,2,7,1416,Normal,112000
1385,9060,Edwards,6,5,1939,2,1,6,1258,Normal,105000
1386,5436,IDOTRR,4,8,1922,3,1,7,1154,Normal,125500
1387,16692,NWAmes,7,5,1978,5,2,12,2784,Normal,250000
1388,8520,OldTown,6,7,1916,5,1,10,2526,Family,136000
1389,14892,Gilbert,9,5,2006,3,3,7,1746,Normal,377500
1390,6000,BrkSide,6,6,1941,3,2,6,1218,Normal,131000
1391,9100,CollgCr,7,5,2000,3,2,6,1525,Normal,235000
1392,8944,NAmes,5,5,1967,4,3,8,1584,Normal,124000
1393,7838,NAmes,5,5,1967,3,1,6,900,Normal,123000
1394,10800,OldTown,6,7,1905,3,2,7,1912,Normal,163000
1395,4045,Blmngtn,7,5,2006,2,3,6,1500,Partial,246578
1396,12665,Timber,8,5,2005,4,3,9,2482,Normal,281213
1397,57200,Timber,5,5,1948,3,2,7,1687,Normal,160000
1398,6120,BrkSide,5,8,1920,4,1,8,1513,Normal,137500
1399,7200,NAmes,5,4,1950,3,1,7,1904,Normal,138000
1400,6171,SWISU,6,6,1925,3,1,7,1608,Normal,137450
1401,6000,BrkSide,6,7,1929,3,1,5,1158,Normal,120000
1402,7415,Gilbert,6,5,2004,3,2,8,1593,Normal,193000
1403,6762,CollgCr,7,5,2006,2,2,6,1294,Partial,193879
1404,15256,Somerst,8,5,2007,3,3,6,1464,Normal,282922
1405,10410,OldTown,3,4,1915,3,3,6,1214,Family,105000
1406,3842,Crawfor,8,5,2004,2,2,5,1646,Normal,275000
1407,8445,CollgCr,5,7,1972,2,2,5,768,Normal,133000
1408,8780,Mitchel,5,5,1985,3,0,5,833,Normal,112000
1409,7740,OldTown,4,7,1910,3,2,6,1363,Normal,125500
1410,20544,NWAmes,7,6,1986,3,2,7,2093,Normal,215000
1411,12420,CollgCr,7,5,2001,3,2,6,1840,Normal,230000
1412,9600,NAmes,6,8,1950,3,1,6,1668,Normal,140000
1413,7200,NAmes,4,5,1949,2,2,6,1040,Normal,90000
1414,10994,SawyerW,8,5,2005,2,2,7,1844,Abnorml,257000
1415,13053,BrkSide,6,7,1923,4,2,8,1848,Normal,207000
1416,3635,Blmngtn,7,5,2007,1,3,7,1569,Normal,175900
1417,11340,OldTown,4,6,1885,4,2,11,2290,Normal,122500
1418,16545,NoRidge,8,5,1998,3,3,7,2450,Normal,340000
1419,9204,NAmes,5,5,1963,3,1,6,1144,Normal,124000
1420,16381,Crawfor,6,5,1969,3,2,7,1844,Normal,223000
1421,11700,NWAmes,6,6,1968,3,2,7,1416,Normal,179900
1422,4043,NPkVill,6,5,1977,2,2,4,1069,Normal,127500
1423,4435,CollgCr,6,5,2003,1,2,3,848,Normal,136500
1424,19690,Edwards,6,7,1966,4,2,8,2201,Alloca,274970
1425,9503,NAmes,5,5,1958,2,1,6,1344,Normal,144000
1426,10721,NAmes,6,6,1959,3,2,7,1252,Normal,142000
1427,10944,NoRidge,7,5,1994,3,2,5,2127,Normal,271000
1428,10930,NAmes,5,6,1945,3,1,6,1558,Normal,140000
1429,7200,OldTown,5,7,1940,2,1,4,804,Abnorml,119000
1430,12546,NWAmes,6,7,1981,3,2,7,1440,Normal,182900
1431,21930,Gilbert,5,5,2005,4,2,7,1838,Normal,192140
1432,4928,NPkVill,6,6,1976,2,2,5,958,Normal,143750
1433,10800,OldTown,4,6,1927,4,1,5,968,Normal,64500
1434,10261,Gilbert,6,5,2000,3,2,8,1792,Normal,186500
1435,17400,Mitchel,5,5,1977,3,2,5,1126,Normal,160000
1436,8400,NAmes,6,9,1962,3,2,7,1537,Abnorml,174000
1437,9000,NAmes,4,6,1971,3,2,5,864,Normal,120500
1438,12444,NridgHt,8,5,2008,2,3,7,1932,Partial,394617
1439,7407,OldTown,6,7,1957,2,2,6,1236,Normal,149700
1440,11584,NWAmes,7,6,1979,3,2,6,1725,Normal,197000
1441,11526,Crawfor,6,7,1922,3,2,11,2555,Normal,191000
1442,4426,CollgCr,6,5,2004,1,2,3,848,Normal,149300
1443,11003,Somerst,10,5,2008,3,3,10,2007,Normal,310000
1444,8854,BrkSide,6,6,1916,2,1,4,952,Normal,121000
1445,8500,CollgCr,7,5,2004,3,2,7,1422,Normal,179600
1446,8400,Sawyer,6,5,1966,3,1,6,913,Normal,129000
1447,26142,Mitchel,5,7,1962,3,1,6,1188,Normal,157900
1448,10000,CollgCr,8,5,1995,3,2,8,2090,Normal,240000
1449,11767,Edwards,4,7,1910,2,1,6,1346,Normal,112000
1450,1533,MeadowV,5,7,1970,1,0,3,630,Abnorml,92000
1451,9000,NAmes,5,5,1974,4,0,8,1792,Normal,136000
1452,9262,Somerst,8,5,2008,3,3,7,1578,Partial,287090
1453,3675,Edwards,5,5,2005,2,2,5,1072,Normal,145000
1454,17217,Mitchel,5,5,2006,3,0,6,1140,Abnorml,84500
1455,7500,Somerst,7,5,2004,2,2,6,1221,Normal,185000
1456,7917,Gilbert,6,5,1999,3,2,7,1647,Normal,175000
1457,13175,NWAmes,6,6,1978,3,2,7,2073,Normal,210000
1458,9042,Crawfor,7,9,1941,4,1,9,2340,Normal,266500
1459,9717,NAmes,5,6,1950,2,1,5,1078,Normal,142125
1460,9937,Edwards,5,6,1965,3,1,6,1256,Normal,147500
